post_id,text,tokens,rationales,label,rationales_list,hate_words,hate
566205323979919363,බල්ලෙක් හින්දද මරාගත්තේ? #johnWick හෙන ගොන්,බල්ලෙක් හින්දද මරාගත්තේ ? # johnWick හෙන ගොන්,[],NOT,[],,0
1425512758867492865,@USER ඒ කියන්නේ 250ක් වත්. කොහොමද මෝඩාබේගේ වැඩ,@USER ඒ කියන්නේ 250ක් වත් . කොහොමද මෝඩාබේගේ වැඩ,[],NOT,[],,0
1225020826774384641,අපේ පැත්තට පැය 10 ක් දැන් කරන්ට් එක නෑ.ටෞකන වැඩ කරන විරුවෙක් අයිසේ... කයිවාරුවයි අම්බරුවෝ ටිකයි ඉන්නකන් 'එයා පට්ට පොරක් අප්පා',අපේ පැත්තට පැය 10 ක් දැන් කරන්ට් එක නෑ . ටෞකන වැඩ කරන විරුවෙක් අයිසේ . . . කයිවාරුවයි අම්බරුවෝ ටිකයි ඉන්නකන් ' එයා පට්ට පොරක් අප්පා ',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","ටෞකන, අම්බරුවෝ",1
1266939557406097409,@USER මල ගෙදර සෙනග නැහැ වගේ නේද? මේගොල්ලන්ගෙ ඡන්ද බලය දැන් අඩු හින්ද වෙන්න ඇති.,@USER මල ගෙදර සෙනග නැහැ වගේ නේද ? මේගොල්ලන්ගෙ ඡන්ද බලය දැන් අඩු හින්ද වෙන්න ඇති .,[],NOT,[],,0
631461629700345856,ලංකාව පුරා පිරමීඩ කේස් හෙන ගොඩක් යනව වගේ මේ ටිකේ..ඒව ගැන නොදන්න අය දැනුවත් වෙලා ඉන්න... #LKA,ලංකාව පුරා පිරමීඩ කේස් හෙන ගොඩක් යනව වගේ මේ ටිකේ. . ඒව ගැන නොදන්න අය දැනුවත් වෙලා ඉන්න . . . # LKA,[],NOT,[],,0
1184516892041474048,වෙරි වී පනින මගේ මිනිහට මැණිකේ වුනී රන්කිරි කට ගාන පුතු වෙත අම්මා වුනී ඔත්පල අම්මා කීවේ මට සුදු දෝනී පාරට බැස්ස මට ඇහුනා බඩුව ජොනී  URL via  @USER youtube.com Weediya bala ( වීදිය බලා ) - Sahan Chamikara [Official Music Video] Artist | Sahan ChamikaraMelody | Dinesh Udugampola Music | Kalpa Gunasekara @ K sharp music studio Lyrics| Milinda Madawa Perera Mastered | Yasas Madagedara ...,වෙරි වී පනින මගේ මිනිහට මැණිකේ වුනී රන්කිරි කට ගාන පුතු වෙත අම්මා වුනී ඔත්පල අම්මා කීවේ මට සුදු දෝනී පාරට බැස්ස මට ඇහුනා බඩුව ජොනී URL via @USER youtube . com Weediya bala ( වීදිය බලා ) - Sahan Chamikara [ Official Music Video ] Artist | Sahan ChamikaraMelody | Dinesh Udugampola Music | Kalpa Gunasekara @K sharp music studio Lyrics | Milinda Madawa Perera Mastered | Yasas Madagedara . . .,[],NOT,[],,0
1126823009778454528,@USER සහය නොදක්වන්නේ කව්ද කියලා හිතා ගන්න පුළුවන්නේ. ඒ වෙලාවට ඉතිං දොරට තට්ටු කර කර ඉදලා වැඩක් වෙන්නෙ නෑ.....ඇරගෙනම යන එකයි තියෙන්නෙ.,@USER සහය නොදක්වන්නේ කව්ද කියලා හිතා ගන්න පුළුවන්නේ . ඒ වෙලාවට ඉතිං දොරට තට්ටු කර කර ඉදලා වැඩක් වෙන්නෙ නෑ . . . . . ඇරගෙනම යන එකයි තියෙන්නෙ .,[],NOT,[],,0
723423991558365185,මල්සරො විදිනවානම් විදපන් ඉක්මනට නැත්‍තන් පල යන්ට මුසලයා,මල්සරො විදිනවානම් විදපන් ඉක්මනට නැත්‍තන් පල යන්ට මුසලයා,"[0, 0, 0, 0, 0, 1, 0, 1]",OFF,"[0, 0, 0, 0, 0, 1, 0, 1]","පල, මුසලයා",1
991361276961058816,විද්‍යාත්මක ඇමැති මණ්ඩලයේ කාන්තාවන් 40:2යි! පුක තමයි! #SriLanka #lka Vikalpa @USER  · 1 May 2018 විද්‍යාත්මක යැයි කියන සංශෝධනයෙන් පසු 42 ක් වු උත්තරීතර කැබිනට් මණ්ඩලය නියෝජනය කිරිමට   කාන්තා නියෝජිතවරියන් 2 දෙදෙනෙකු පමණක් තෝරාගෙන ඇත. රටේ කාන්තා ජනගහනය 52% කට ආසන්න වේ.මේ යහපාලනය හා 25% ක කාන්තා නියෝජනයක් පිලිබඳ නන් දොඩවන ආණ්ඩුවකී #CabinetReshuffle #SriLanka #lka,විද්‍යාත්මක ඇමැති මණ්ඩලයේ කාන්තාවන් 40 : 2යි ! පුක තමයි ! # SriLanka # lka Vikalpa @USER 1 May 2018 විද්‍යාත්මක යැයි කියන සංශෝධනයෙන් පසු 42 ක් වු උත්තරීතර කැබිනට් මණ්ඩලය නියෝජනය කිරිමට කාන්තා නියෝජිතවරියන් 2 දෙදෙනෙකු පමණක් තෝරාගෙන ඇත . රටේ කාන්තා ජනගහනය 52 % කට ආසන්න වේ . මේ යහපාලනය හා 25 % ක කාන්තා නියෝජනයක් පිලිබඳ නන් දොඩවන ආණ්ඩුවකී # CabinetReshuffle # SriLanka # lka,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",පුක,1
919901053319073792,ජනවාරි 8 දිනන්න මහජනයා බොරුවෙන් මුලා කරපු හැත්ත #SRILANKA #lka  @USER  @USER  @USER  @USER  @USER  @USER,ජනවාරි 8 දිනන්න මහජනයා බොරුවෙන් මුලා කරපු හැත්ත # SRILANKA # lka @USER @USER @USER @USER @USER @USER,[],NOT,[],,0
