post_id,text,tokens,rationales,label,rationales_list,hate_words,hate
662453008123363328,@USER  @USER ඒකි කෙල්ලෙක්ද බන්,@USER @USER ඒකි කෙල්ලෙක්ද බන්,[],NOT,[],,0
1196615624257986562,@USER අනේ..පවූ..ඒක අපි නොදන්නවමයි..බය නැතුව ඇත්ත කියපල්ලකෝ..කොහොමත් ඕක අපි නොබලන එකේ..,@USER අනේ . . පවූ . . ඒක අපි නොදන්නවමයි . . බය නැතුව ඇත්ත කියපල්ලකෝ . . කොහොමත් ඕක අපි නොබලන එකේ. .,[],NOT,[],,0
628851190852288513,සුනාමි මුදල් (රාඩා) වංචාවේ ලොක්කෙක්ට පිස්සු හැදිලා ? URL,සුනාමි මුදල් ( රාඩා ) වංචාවේ ලොක්කෙක්ට පිස්සු හැදිලා ? URL,[],NOT,[],,0
949989700734828544,@USER තව ටිකකින් අපේ අම්ම ගහනවා ඇත්තටම,@USER තව ටිකකින් අපේ අම්ම ගහනවා ඇත්තටම,[],NOT,[],,0
882113645873737728,@USER මෙයා මේ අස්සේ තව පිස්සු කියනවා.,@USER මෙයා මේ අස්සේ තව පිස්සු කියනවා .,[],NOT,[],,0
586932805059248128,මොන රෙද්දක්ද ඔයි Marvel's Daredevil ඇවිල්ලා තියෙන අඩුම රිප් එක 1.7Gb එච්චර සයිස් එකකට මුන් මොනා පෙන්නුවද ලබ්බ  :/,මොන රෙද්දක්ද ඔයි Marvel ' s Daredevil ඇවිල්ලා තියෙන අඩුම රිප් එක 1.7Gb එච්චර සයිස් එකකට මුන් මොනා පෙන්නුවද ලබ්බ : /,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",OFF,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","රෙද්දක්ද, ලබ්බ",1
729602863748550656,කෙල්ලොන්ට වඩා බල්ලො සෝක් බන්. කෙල්ලො දාල ගියත් බල්ලා දාල යන් නෑ.. ඔය කෙල්ලො වෙනුවෙන් දෙන ආදරෙ බල්ලෙක් වෙනුවෙන් දුන්නට පාඩු නෑ බන්,කෙල්ලොන්ට වඩා බල්ලො සෝක් බන් . කෙල්ලො දාල ගියත් බල්ලා දාල යන් නෑ . . ඔය කෙල්ලො වෙනුවෙන් දෙන ආදරෙ බල්ලෙක් වෙනුවෙන් දුන්නට පාඩු නෑ බන්,[],NOT,[],,0
647646508087574528,"@USER ඒකනේ බන්, බලපන් මේ පට්ට වේසි කියන ඒවා. මුන් වගේ උන් තමයි යුද්දෙදි මැරිල යන්න තිබුනේ.","@USER ඒකනේ බන් , බලපන් මේ පට්ට වේසි කියන ඒවා . මුන් වගේ උන් තමයි යුද්දෙදි මැරිල යන්න තිබුනේ .","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","පට්ට, වේසි",1
1153213009411502083,"@USER ,  @USER  @USER ඒක තමයි රාජගිරියේ අද වෙනකොට ගල නැත්තෙ","@USER , @USER @USER ඒක තමයි රාජගිරියේ අද වෙනකොට ගල නැත්තෙ",[],NOT,[],,0
1194523955526156288,@USER හරිම අමාරු තීරනයක්. එකක් තේරුවොත් 6ක් නැති වෙනවා,@USER හරිම අමාරු තීරනයක් . එකක් තේරුවොත් 6ක් නැති වෙනවා,[],NOT,[],,0
