post_id,text,tokens,rationales,label,rationales_list,hate word,Hate
1025388218118811648,"ආදරණීය  @USER වෙත ලියමි, ඉතින් මිතුර ඔබ සුවෙන්ද? මමනම් සුවෙන්. තෝ ගාලු එනව කියල මාස ගාණක ඉඳන් කියනව. ඈ පරයො කියන්න විතරද දන්නෙ ආච්චිට හාල් ගරන්න. මොකද කරන්නෙ ඉතින්? යමන් පැළයක්වත් කන්න. උඹ කනකොට මටත් කියපන් මීට ආදරණීය @USER   #Twitterලියුම්","ආදරණීය @USER වෙත ලියමි , ඉතින් මිතුර ඔබ සුවෙන්ද ? මමනම් සුවෙන් . තෝ ගාලු එනව කියල මාස ගාණක ඉඳන් කියනව. ඈ පරයො කියන්න විතරද දන්නෙ ආච්චිට හාල් ගරන්න . මොකද කරන්නෙ ඉතින් ? යමන් පැළයක්වත් කන්න . උඹ කනකොට මටත් කියපන් මීට ආදරණීය @USER # Twitterලියුම්","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","තෝ, පරයො, ආච්චිට, හාල්, ගරන්න",1
1422926396150583297,@USER බඩඋඩින් ගේ විමර්ශනත් හරියට රබර් වගේ.... ඇදෙනවා විතරයි ....  කමක්නෑ පාස්කු ප්‍රහාරයට සම්බන්ධ වුන්ට දඬුවම් කලානේ  #Respect  @USER  @USER  @USER,@USER බඩඋඩින් ගේ විමර්ශනත් හරියට රබර් වගේ . . . . ඇදෙනවා විතරයි . . . . කමක්නෑ පාස්කු ප්‍රහාරයට සම්බන්ධ වුන්ට දඬුවම් කලානේ # Respect @USER @USER @USER,[],NOT,[],,0
973188015047806976,@USER සමාජ ජාල තහනම නිකන් කැබිනට් සංශෝධනය වගේ තනිකරම විහිළුවක්. ජනතාවට ඒක ලොකුවට දැනෙන් නෑ එහෙම දැනෙනවා නම් අපි කොහොමද මේ #twiter පණිවිඩ කියවන්නේ? ජනාධිපති අගමැති ඇතුළු මැති ඇමතිවරු සමාජ ජාල වල පණිවිඩ නිකුත් කරන්නේ කොහොමද? @USER  @USER  @USER  @USER  @USER,@USER සමාජ ජාල තහනම නිකන් කැබිනට් සංශෝධනය වගේ තනිකරම විහිළුවක් . ජනතාවට ඒක ලොකුවට දැනෙන් නෑ එහෙම දැනෙනවා නම් අපි කොහොමද මේ # twiter පණිවිඩ කියවන්නේ ? ජනාධිපති අගමැති ඇතුළු මැති ඇමතිවරු සමාජ ජාල වල පණිවිඩ නිකුත් කරන්නේ කොහොමද ? @USER @USER @USER @USER @USER,[],NOT,[],,0
1044987030420238337,රැපියලට සිදුවී ඇති බලපෑම සහ ලෝක ආර්ථික අවපාතයක් පවතින අවස්ථාවක ඉහළම නායකයන් කියාගන්නා අයගේ පවුලට සම්බන්ධ හැත්ත බුරැත සියල්ලම ජනතාවට අයත් විදේශ මුදලින් රට පටවාගෙන යන විට අපට පැවැත්මක් තියේවිද? මේවායේ සාපය කා පිටින් යාවිද? #lka #SriLanka,රැපියලට සිදුවී ඇති බලපෑම සහ ලෝක ආර්ථික අවපාතයක් පවතින අවස්ථාවක ඉහළම නායකයන් කියාගන්නා අයගේ පවුලට සම්බන්ධ හැත්ත බුරැත සියල්ලම ජනතාවට අයත් විදේශ මුදලින් රට පටවාගෙන යන විට අපට පැවැත්මක් තියේවිද ? මේවායේ සාපය කා පිටින් යාවිද ? # lka # SriLanka,[],NOT,[],,0
778635493722300416,@USER පලයන් ඇන්ටි බලාගෙන ඇති   @USER,@USER පලයන් ඇන්ටි බලාගෙන ඇති @USER,[],NOT,[],,0
812621961352200192,අහක යන ඒවට ඔලුව දාන්නෙ ඇයි මලේ නාකි ගෑණු වගේ,අහක යන ඒවට ඔලුව දාන්නෙ ඇයි මලේ නාකි ගෑණු වගේ,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","නාකි, ගෑණු",1
1060936325321224192,වරෙන්  #MY3 තෝ ඉල්ලන් කෑවා #lka #CoupLk #CoupSL #ConstitutionalCrisisSriLanka,වරෙන් # MY3 තෝ ඉල්ලන් කෑවා # lka # CoupLk # CoupSL # ConstitutionalCrisisSriLanka,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","ඉල්ලන්, කෑවා",1
1381228257606000646,@USER වෙන රටවල් වලින් උදව් ගන්නවාට වඩා තමන්ගේ රටේම හැමදේම තියෙද්දි ඇයි මෙහෙම කරන්නෙ. අනිත් රටවල් වලින් ඉල්ලිම් කරන්න නෙමෙ. ඒ රටවල් අපේ රට හොයාගෙන එන විදිහට කටයුතු කරන්න ඕන තරම් පුලුවන් කම තියෙනවා. ඒවා හිතන්න. අනිත් රටවල් වල දේවල් ඉල්ලන්න නෙමෙ ඒ දිහා බලලා ඊට වඩා දෙයක් හිතන්න. ජයෙන් ජය.,@USER වෙන රටවල් වලින් උදව් ගන්නවාට වඩා තමන්ගේ රටේම හැමදේම තියෙද්දි ඇයි මෙහෙම කරන්නෙ . අනිත් රටවල් වලින් ඉල්ලිම් කරන්න නෙමෙ . ඒ රටවල් අපේ රට හොයාගෙන එන විදිහට කටයුතු කරන්න ඕන තරම් පුලුවන් කම තියෙනවා . ඒවා හිතන්න . අනිත් රටවල් වල දේවල් ඉල්ලන්න නෙමෙ ඒ දිහා බලලා ඊට වඩා දෙයක් හිතන්න . ජයෙන් ජය .,[],NOT,[],,0
857237766769303552,"@USER ,  @USER  @USER අහල පහල අයටත් වැදිලා ඒක  ඊයා යකූ තඩි බඩා ජම්බෝලයා","@USER , @USER @USER අහල පහල අයටත් වැදිලා ඒක ඊයා යකූ තඩි බඩා ජම්බෝලයා","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","යකූ, තඩි, බඩා, ජම්බෝලයා",1
1429837282593284096,@USER වර්ජනයක් වෙනුවෙන් පාරට ටිකක් බැහැලා නැටුවට නං එච්චර අවුලක් නැතිව ඇති නේද බං.,@USER වර්ජනයක් වෙනුවෙන් පාරට ටිකක් බැහැලා නැටුවට නං එච්චර අවුලක් නැතිව ඇති නේද බං .,[],NOT,[],,0
1062588833353555968,@USER හබරල කොල හිල් වෙන්න හුජ්ජ කරන්න ඉතින් අලි පයියක් වෙන්න ඕනේ,@USER හබරල කොල හිල් වෙන්න හුජ්ජ කරන්න ඉතින් අලි පයියක් වෙන්න ඕනේ,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",OFF,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","හුජ්ජ, අලි, පයියක්",1
718705427928625152,@USER @USER  ඇය නලවනකොට බඩුව වගේ yo yo,@USER @USER ඇය නලවනකොට බඩුව වගේ yo yo,"[0, 0, 0, 0, 1, 0, 0, 0]",OFF,"[0, 0, 0, 0, 1, 0, 0, 0]",බඩුව,1
930306491063549952,@USER  @USER නෑ මූ වේස වැඩවලට යොදාගත්ත නිසා.,@USER @USER නෑ මූ වේස වැඩවලට යොදාගත්ත නිසා .,"[0, 0, 0, 1, 1, 0, 0, 0, 0]",OFF,"[0, 0, 0, 1, 1, 0, 0, 0, 0]","මූ, වේස",1
1348832815782060033,@USER තැන්කියු ඩාලින් පුලුවන්නං a fake profile එකේ ලින්ක් එක මගෙත් එක්ක share කරන්න,@USER තැන්කියු ඩාලින් පුලුවන්නං a fake profile එකේ ලින්ක් එක මගෙත් එක්ක share කරන්න,[],NOT,[],,0
1470251259441475587,කාබනික ගොන් බයියෙක්ව අල්ලල නාවන්න ඕනෙ  Lakna Amandi @USER  · 12 Dec 2021 ''ජීවිතේට බල්ලො කාලා නෑ ගොයම්'' ''පොහොර ගඳට බල්ලොත් දැන් ගොයම් කනවා'',කාබනික ගොන් බයියෙක්ව අල්ලල නාවන්න ඕනෙ Lakna Amandi @USER 12 Dec 2021 ' ' ජීවිතේට බල්ලො කාලා නෑ ගොයම් ' ' ' ' පොහොර ගඳට බල්ලොත් දැන් ගොයම් කනවා ' ',"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ගොන්, බයියෙක්ව",1
1060929660844998659,@USER නව දේශපාලන මංකොල්ලය සමග ලෙස නිවැරදි විය යුතුය,@USER නව දේශපාලන මංකොල්ලය සමග ලෙස නිවැරදි විය යුතුය,[],NOT,[],,0
1463409667304931336,@USER ඊයේ අමාත්‍ය තුමා රිවෙස් කිව්වාට අද වෙන කතාවක්.,@USER ඊයේ අමාත්‍ය තුමා රිවෙස් කිව්වාට අද වෙන කතාවක් .,[],NOT,[],,0
1209472021253574657,@USER ඉස්සර වෙලා මෙහේ බස් එකක ගිහින් ඊට පස්සේ කථා කරපං. ගොං හරකා.. හිතං ඉන්නේ ඔක්කොම දන්නවා කියලා..,@USER ඉස්සර වෙලා මෙහේ බස් එකක ගිහින් ඊට පස්සේ කථා කරපං . ගොං හරකා . . හිතං ඉන්නේ ඔක්කොම දන්නවා කියලා . .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ගොං, හරකා",1
1425695731214524421,@USER ගෑස් සමාගමේ ඉල්ලීම හරි. දැන් කිරිපිටි සමාගම් වල ඉල්ලීමත් ඉෂ්ට කරපල්ලා එතකොට ඔක්කොම හරි. අන්තිමට කෙලවෙන්නේ මිනිස්සුන්ට ම තමයි නොදකින්,@USER ගෑස් සමාගමේ ඉල්ලීම හරි . දැන් කිරිපිටි සමාගම් වල ඉල්ලීමත් ඉෂ්ට කරපල්ලා එතකොට ඔක්කොම හරි . අන්තිමට කෙලවෙන්නේ මිනිස්සුන්ට ම තමයි නොදකින්,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",නොදකින්,1
888978110544093185,.රෙද්ද ගලවා ගන්නේ නැතුව කට්ටිය පාලනය කරන්නේ කොහොමද කියලා Daenerysට Lyanna Mormont ගෙන් ඉගෙන ගන්න කියන්න. #GoTS7 #HouseLannister #TrustCersei,. රෙද්ද ගලවා ගන්නේ නැතුව කට්ටිය පාලනය කරන්නේ කොහොමද කියලා Daenerysට Lyanna Mormont ගෙන් ඉගෙන ගන්න කියන්න . # GoTS7 # HouseLannister # TrustCersei,[],NOT,[],,0
1240186055543918594,මූලාස්රේ:- මූණුපොත  තෙල් මිල කෘත්‍රිම ව පාලනේ කොරන්ට මේ පාණ්ඩුව කටයුතු කොරන එකෙන් අයුතු ලාභයක් උපයන්නේ ඉන්දියානු  @USER  කොම්පැනිය..!!!!  මේක කරුමයක් වෙලා තියෙන්නේ අපිට.මාසෙකට මේ කොම්පැනිය #ඩොලර්මිලියන 80000 ක් ඉන්දියාවට ගෙනියනවා මේ කාලකණ්ණි චක්කරේ ට පින්සිද්ද වෙන්ට..!!!!,මූලාස්රේ : - මූණුපොත තෙල් මිල කෘත්‍රිම ව පාලනේ කොරන්ට මේ පාණ්ඩුව කටයුතු කොරන එකෙන් අයුතු ලාභයක් උපයන්නේ ඉන්දියානු @USER කොම්පැනිය . . ! ! ! ! මේක කරුමයක් වෙලා තියෙන්නේ අපිට . මාසෙකට මේ කොම්පැනිය # ඩොලර්මිලියන 80000 ක් ඉන්දියාවට ගෙනියනවා මේ කාලකණ්ණි චක්කරේ ට පින්සිද්ද වෙන්ට . . ! ! ! !,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",කාලකණ්ණි,1
986591267751522305,"@USER ඒකි මීට් වෙලා මොනා කරන්නද දැන්, බට් ගියත් අවුලක් නෑ පස්සෙ අනින්නහරි chance එකක් සෙට් කරගන්න පුලාන් උනොත්","@USER ඒකි මීට් වෙලා මොනා කරන්නද දැන් , බට් ගියත් අවුලක් නෑ පස්සෙ අනින්නහරි chance එකක් සෙට් කරගන්න පුලාන් උනොත්",[],NOT,[],,0
813434710718169089,"@USER තොට ඉරිසියාව , පලයන් බන් වද නොදී","@USER තොට ඉරිසියාව , පලයන් බන් වද නොදී","[0, 1, 0, 0, 1, 1, 0, 0]",OFF,"[0, 1, 0, 0, 1, 1, 0, 0]","තොට, පලයන්, බන්",1
944052993107914752,මැලිබන් ස්පයිසි ඇඩ් ටික නම් පට්ට,මැලිබන් ස්පයිසි ඇඩ් ටික නම් පට්ට,[],NOT,[],,0
877322528032608256,@USER මේ මොකද එයාගේ කිම්බ ඔයාගේ පුකේ උලනවද කිම්බේ ගු ගදගහයි,@USER මේ මොකද එයාගේ කිම්බ ඔයාගේ පුකේ උලනවද කිම්බේ ගු ගදගහයි,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",OFF,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]","කිම්බ, පුකේ, කිම්බේ, ගු",1
1375760070852534276,@USER බඩුව ඔරිජිනල්ද වැඩක් නැනේ කන්න පුළුවන් නමි,@USER බඩුව ඔරිජිනල්ද වැඩක් නැනේ කන්න පුළුවන් නමි,[],NOT,[],,0
