post_id,text,tokens,rationales,label,rationales_list,hate_words,hate
1294956892049952768,@USER වවලා තියෙන්නෙ ඩාලින් තාම මාස 3ක්වත් නැ,@USER වවලා තියෙන්නෙ ඩාලින් තාම මාස 3ක්වත් නැ,[],NOT,[],,0
1013456694309867520,@USER මේ ළඟින්ම ඉන්න උන්. අවුලක් නෑ බං. මේ වගේ දිය රෙද්දෙන් බෙල්ල කපන වේස බල්ලෝ කී දෙනෙක්  උනත් හැලුනට,@USER මේ ළඟින්ම ඉන්න උන් . අවුලක් නෑ බං . මේ වගේ දිය රෙද්දෙන් බෙල්ල කපන වේස බල්ලෝ කී දෙනෙක් උනත් හැලුනට,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","වේස, බල්ලෝ",1
767218943970775040,@USER මොන්ටිසෝරියෙන් එක වසරට පාස් වෙන්න විභාගයක් තියේද මම දන්නැ නේ බං උඹ තාම මොන්ටසෝරියටවත් ගිහින් නැති එකේ දන්නැතුව ඇති ඒ ගැන,@USER මොන්ටිසෝරියෙන් එක වසරට පාස් වෙන්න විභාගයක් තියේද මම දන්නැ නේ බං උඹ තාම මොන්ටසෝරියටවත් ගිහින් නැති එකේ දන්නැතුව ඇති ඒ ගැන,[],OFF,[],,1
1439606144297685001,#srilanka #lka #polonnaruwa #kingparakumtank #lolproject #rejectwealltogether   මේ සමුද්‍රය   මහා පැරකුම් භූපතියන්ගේ   මිස   චෝල මණ්ඩලම් හි වසන   දේශපාලන හිකනලුන්ගේවත්;කටුස්සන්ගේවත්;  නිවට චීවරධාරීන්ගේවත්;  ජල ගැලුම් නිම්න   කාබනික බය්යන්ගේවත්;  නිවට බයි හුජ්ජ කොල්ලන්ගේවත් නොවේ.!,# srilanka # lka # polonnaruwa # kingparakumtank # lolproject # rejectwealltogether මේ සමුද්‍රය මහා පැරකුම් භූපතියන්ගේ මිස චෝල මණ්ඩලම් හි වසන දේශපාලන හිකනලුන්ගේවත් ; කටුස්සන්ගේවත් ; නිවට චීවරධාරීන්ගේවත් ; ජල ගැලුම් නිම්න කාබනික බය්යන්ගේවත් ; නිවට බයි හුජ්ජ කොල්ලන්ගේවත් නොවේ . !,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","හිකනලුන්ගේවත්, හුජ්ජ",1
1156098962732064768,"උඹ ගෙදර බැල්ලි නිසාද ""චූටිකුකූ"" කියල නම දාලා තියෙන්නේ?  නැත්තම් කුක්කු දෙක චූටි නිසාද?  ගෝප්ස් @USER  · 30 Jul 2019 අපේ අම්මා - චතූ, කඩේ යවාගන්න ඕන්නම් ආච්චියේ තාත්තා- චූටිකුකූ හස්බන්ඩා- ගෝප්ස්, අක්කෙ, නැන්දේ තංගච්චි  එයාගෙ අම්ම- බබා මම්ම- චූටි බබ ලොකු මාමා- සුදු හාමිනෙ. twitter.com/Navo_D/status/…","උඹ ගෙදර බැල්ලි නිසාද "" චූටිකුකූ "" කියල නම දාලා තියෙන්නේ ? නැත්තම් කුක්කු දෙක චූටි නිසාද ? ගෝප්ස් @USER 30 Jul 2019 අපේ අම්මා - චතූ , කඩේ යවාගන්න ඕන්නම් ආච්චියේ තාත්තා - චූටිකුකූ හස්බන්ඩා - ගෝප්ස් , අක්කෙ , නැන්දේ තංගච්චි එයාගෙ අම්ම - බබා මම්ම - චූටි බබ ලොකු මාමා - සුදු හාමිනෙ . twitter . com / Navo_D / status /",[],NOT,[],,0
1466600447641145344,"@USER කියන්න තිබ්බේ ""මම තමයි මේ රටේ මොංගල් පවුල රන් කරන එඩිටර්""","@USER කියන්න තිබ්බේ "" මම තමයි මේ රටේ මොංගල් පවුල රන් කරන එඩිටර් """,[],NOT,[],,0
992479288833134592,"@USER ,  @USER  @USER පල පල හිකනලා යන්ඩ..හොස්පිටල් ඉදල ආපු මූ යකෝ වීරයා වෙලානෙ දැං.. ඔන්න පොලේ ඔලුවෙ වැදිල පොල් ගෙඩිය පැලුනනම් කීවය්හ් කමන්නෑ..","@USER , @USER @USER පල පල හිකනලා යන්ඩ . . හොස්පිටල් ඉදල ආපු මූ යකෝ වීරයා වෙලානෙ දැං . . ඔන්න පොලේ ඔලුවෙ වැදිල පොල් ගෙඩිය පැලුනනම් කීවය්හ් කමන්නෑ . .","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","පල, පල, හිකනලා",1
862519217613975552,"මේවනම්  මහා සක්කිලි වැඩ! වෙසක් පෝය දවසේවත් හිතේ වෛරෙන්,ක්‍රෝධයෙන්,කුහකත්වයක් නැතුව සමරන්න බැරි හැටි..ලැජ්ජයි! URL","මේවනම් මහා සක්කිලි වැඩ ! වෙසක් පෝය දවසේවත් හිතේ වෛරෙන් , ක්‍රෝධයෙන් , කුහකත්වයක් නැතුව සමරන්න බැරි හැටි . . ලැජ්ජයි ! URL","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",සක්කිලි,1
1145729388660445184,"තමන්ගේ ඇතුලේ ඉන්න  පිස්සා අවදිකරගත්තොත්,  'මිනිස්සු'  කාගෙවත් වහල්ලු වෙන්නේ නෑ...","තමන්ගේ ඇතුලේ ඉන්න පිස්සා අවදිකරගත්තොත් , ' මිනිස්සු ' කාගෙවත් වහල්ලු වෙන්නේ නෑ . . .",[],NOT,[],,0
1124181572284891136,@USER වැඩක් නැහැ ලිපියම TV එකේ ගියානේ ... එතකොට මොකද වෙන්නේ ....,@USER වැඩක් නැහැ ලිපියම TV එකේ ගියානේ . . . එතකොට මොකද වෙන්නේ . . . .,[],NOT,[],,0
