post_id,text,tokens,rationales,label,rationales_list,hate_words,hate
908981269274419202,J1 එකක් පාවිච්චි කරල iPhone එකක් අරන් පස්සෙ සැම්සුං ⁣ස්ලෝ වෙනව කියන්න එපා අයිසෙ    not a fan of both :D,J1 එකක් පාවිච්චි කරල iPhone එකක් අරන් පස්සෙ සැම්සුං ⁣ස්ලෝ වෙනව කියන්න එපා අයිසෙ not a fan of both : D,[],NOT,[],,0
1262026370839871490,පයිය බිහි වීම.  පුරාණ රාවණ සෙල් ලිපි වලට අනුව රාවණ රජුගේ ලිංගය විශාල යන්ත්‍රයක් වැනිය.  පස් යොදුනක් දිග+ඉන්නක් වැනි+යන්ත්‍රය = පයිය  මේ සෙල්ලිපි අද්‍යනය කිරීමෙන් පසු අපට හැගී යන්නේ රාවණා රජුගේ ලිංගය අති විශාල වූවා පමණක් නොව එය සීතා වැනි ස්ත්‍රියකට කිසි සේත් දරා ගත නොහැකි බවයි.,පයිය බිහි වීම . පුරාණ රාවණ සෙල් ලිපි වලට අනුව රාවණ රජුගේ ලිංගය විශාල යන්ත්‍රයක් වැනිය . පස් යොදුනක් දිග + ඉන්නක් වැනි + යන්ත්‍රය = පයිය මේ සෙල්ලිපි අද්‍යනය කිරීමෙන් පසු අපට හැගී යන්නේ රාවණා රජුගේ ලිංගය අති විශාල වූවා පමණක් නොව එය සීතා වැනි ස්ත්‍රියකට කිසි සේත් දරා ගත නොහැකි බවයි.,[],NOT,[],,0
607489942617387008,රේඩියෝ චැනල් වල දෙන ගොන් ආතල් ඇහුණම කල කිරෙනවා.. ගොබ්බම ගොබ්බ මෝඩ වැඩ කරන්නේ...,රේඩියෝ චැනල් වල දෙන ගොන් ආතල් ඇහුණම කල කිරෙනවා . . ගොබ්බම ගොබ්බ මෝඩ වැඩ කරන්නේ . . .,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","ගොන්, ආතල්, ගොබ්බම, ගොබ්බ, මෝඩ, වැඩ",1
1237345250773008384,@USER @USER  අයියා දන්නවා හොදටම මං හිතන්නේ ඔය ගල ගැන,@USER @USER අයියා දන්නවා හොදටම මං හිතන්නේ ඔය ගල ගැන,[],NOT,[],,0
916234154844540928,වගකීමක් නැති වක්කඩ කටට හිරුණිකාට මිලි 500ක වන්දියක්! URL #SriLanka #LKA  @USER  @USER  @USER  @USER,වගකීමක් නැති වක්කඩ කටට හිරුණිකාට මිලි 500ක වන්දියක් ! URL # SriLanka # LKA @USER @USER @USER @USER,[],NOT,[],,0
1411335490364706819,@USER රෝහල් සේවකයෝ ඔහොමත් වජනය කරනවද . පුදුම රටක් මේක . සාමාන්‍යයෙන් දිඋනු රටක සාමාන්‍ය යෙන් පුද්ගලයෙක් සතියට පැය 37.5 ක් වැඩ කරනවා . මුන්ට  පුදුම සැපනේ . රට වැටෙන එක අහන්නත් දෙයක්ද,@USER රෝහල් සේවකයෝ ඔහොමත් වජනය කරනවද . පුදුම රටක් මේක . සාමාන්‍යයෙන් දිඋනු රටක සාමාන්‍ය යෙන් පුද්ගලයෙක් සතියට පැය 37.5 ක් වැඩ කරනවා . මුන්ට පුදුම සැපනේ . රට වැටෙන එක අහන්නත් දෙයක්ද,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",මුන්ට,1
1063777751428038657,@USER එතකොට රනවිරුවන් හිරේ දානකොට උඹලා කොහෙද හිටියේ. හඳේද?,@USER එතකොට රනවිරුවන් හිරේ දානකොට උඹලා කොහෙද හිටියේ . හඳේද ?,[],NOT,[],,0
1434168068532412423,@USER  @USER අඩො අඩෝ ඒව ඔට්ටු නැ,@USER @USER අඩො අඩෝ ඒව ඔට්ටු නැ,[],NOT,[],,0
744143746036490241,ගෙදරට උඩහ ගෙදර බල්ලා කලින් ආත්මේ  චූන් පාන්කාරයෙක් පස්සේ එලවන්න ගිහින් මැරිච්ච එකෙක්ද කොහෙද ඌ චූන් පාන්කාරයා එද්දී  විලාප දිදී උඩුබුරන්නේ..,ගෙදරට උඩහ ගෙදර බල්ලා කලින් ආත්මේ චූන් පාන්කාරයෙක් පස්සේ එලවන්න ගිහින් මැරිච්ච එකෙක්ද කොහෙද ඌ චූන් පාන්කාරයා එද්දී විලාප දිදී උඩුබුරන්නේ . .,[],NOT,[],,0
1398298130932719626,මොකෙක් හරි එකෙක් හොදට කරාම  -අඩෝ අපේ ඉස්කෝලේ කොල්ලෙක් ඒ ඈ  - අඩෝ ඌ අපේ ගමේ ඈ  - අඩො ඩයල් එක අපේ පලාතෙ හුත්තො  - ශ්‍රීලාංකිකයි හදවතින්ම  - ආසියාවේ අපේ බලාපොරොත්තුව  - පෘතුවියටනේ හුත්තෝ ආඩම්බර  -සෞරග්‍රහමන්ඩලේ අපේ එකෙක්   - මන්දාකිනියේ කොල්ලෝ කෝ සද්දේ,මොකෙක් හරි එකෙක් හොදට කරාම - අඩෝ අපේ ඉස්කෝලේ කොල්ලෙක් ඒ ඈ - අඩෝ ඌ අපේ ගමේ ඈ - අඩො ඩයල් එක අපේ පලාතෙ හුත්තො - ශ්‍රීලාංකිකයි හදවතින්ම - ආසියාවේ අපේ බලාපොරොත්තුව - පෘතුවියටනේ හුත්තෝ ආඩම්බර - සෞරග්‍රහමන්ඩලේ අපේ එකෙක් - මන්දාකිනියේ කොල්ලෝ කෝ සද්දේ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","හුත්තො, හුත්තෝ",1
