post_id,text,tokens,rationales,label,rationales_list,hate_words,hate
1266987027053961218,සෙල්ෆ් චෙකවුට් කරලා ඇඳුම් වගයක් ගෙනාවා... ගෙනල්ලා බලද්දි ඒවගෙ අර ප්ලාස්ටික් සෙක්‍යුරිටි ටැග් තියනවා. යාලුවෙක්ගෙන් ඇහුවා ඒවා ගලවන්න දන්නවද කියලා. මේකා අහනවා අපෝ යකෝ කඩවල්වලින් බඩු උස්සන්නත් පටන් ගත්තද කියලා...  අන්තිමට YouTube බලලා වැඩේ ගොඩදාගත්තා...,සෙල්ෆ් චෙකවුට් කරලා ඇඳුම් වගයක් ගෙනාවා . . . ගෙනල්ලා බලද්දි ඒවගෙ අර ප්ලාස්ටික් සෙක්‍යුරිටි ටැග් තියනවා . යාලුවෙක්ගෙන් ඇහුවා ඒවා ගලවන්න දන්නවද කියලා . මේකා අහනවා අපෝ යකෝ කඩවල්වලින් බඩු උස්සන්නත් පටන් ගත්තද කියලා . . . අන්තිමට YouTube බලලා වැඩේ ගොඩදාගත්තා . . .,[],NOT,[],,0
1380391483002380292,Sharia law තියන රටවල් වලින්? පිස්සු ද මනුස්සයෝ?   #SriLanka #Politics #Hypocrisy EconomyNext @USER  · 8 Apr 2021 #SriLanka seeks Middle East funds to beef up #BOP #lka URL,Sharia law තියන රටවල් වලින් ? පිස්සු ද මනුස්සයෝ ? # SriLanka # Politics # Hypocrisy EconomyNext @USER 8 Apr 2021 # SriLanka seeks Middle East funds to beef up # BOP # lka URL,[],NOT,[],,0
923566597364518914,අද උදේ ඉස්කෝලෙට චූටි බැල්ලි පැටව් දෙන්නෙක් ගෙනත් දාලා කවුරුහරි. ළමයි උන්ව අයිති කරගන්න පොරකෑවා ඒත් ළමයි සේරම උන්ට ආදරෙයි කන්න බොන්න දුන්නා,අද උදේ ඉස්කෝලෙට චූටි බැල්ලි පැටව් දෙන්නෙක් ගෙනත් දාලා කවුරුහරි . ළමයි උන්ව අයිති කරගන්න පොරකෑවා ඒත් ළමයි සේරම උන්ට ආදරෙයි කන්න බොන්න දුන්නා,[],NOT,[],,0
1437419311295963141,හැම මොහොතකම පාහේ එක්කෝ තමන්ට සාපේක්ෂව අනුන් ගැන හිතනවා නැත්නම් අනුන්ට සාපේක්ෂව තමන් ගැන හිතනවා...  අනුන් මත පදනම් වූ කාලකණ්ණි ජීවිතයක් සහ ජීවන පැවැත්මක්...  #Comparison #SelfAnalysis #SelfCriticism #LifeLessons #LettingGo,හැම මොහොතකම පාහේ එක්කෝ තමන්ට සාපේක්ෂව අනුන් ගැන හිතනවා නැත්නම් අනුන්ට සාපේක්ෂව තමන් ගැන හිතනවා . . . අනුන් මත පදනම් වූ කාලකණ්ණි ජීවිතයක් සහ ජීවන පැවැත්මක් . . . # Comparison # SelfAnalysis # SelfCriticism # LifeLessons # LettingGo,[],NOT,[],,0
760047805486465024,ගොනා පසු එන රිය සකට මහින්ද උපමා නොවේද..? Mahinda Rajapaksa #ReadSL URL,ගොනා පසු එන රිය සකට මහින්ද උපමා නොවේද . . ? Mahinda Rajapaksa # ReadSL URL,[],NOT,[],,0
1467819356897771529,"@USER ඥාණසාර හිටියනම්: ""අපි මේ කැප කිරීම් කරලා මේ පන්සල් හැදුවේ තොපි වගේ හුත්තිගේ පුතාලට දුවන්න ද, වහාම පන්සලෙන් එලියට පල පර බල්ලා""","@USER ඥාණසාර හිටියනම් : "" අපි මේ කැප කිරීම් කරලා මේ පන්සල් හැදුවේ තොපි වගේ හුත්තිගේ පුතාලට දුවන්න ද , වහාම පන්සලෙන් එලියට පල පර බල්ලා ""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","තොපි, හුත්තිගේ, පල, පර, බල්ලා",1
803276900583907328,පුතී අයින් වීලා පාරේ පලයන්,පුතී අයින් වීලා පාරේ පලයන්,[],NOT,[],,0
758922842524135425,මෙන්න මේක තමා ඇත්ත. බඩුව කියලා කියන්න ලේසි වුනාට බඩුව කියලා නම් කරන ඔය මහත්තුරුම තම ඔතනට බුදියන්න යන්නේ. මන් දන්න... URL,මෙන්න මේක තමා ඇත්ත . බඩුව කියලා කියන්න ලේසි වුනාට බඩුව කියලා නම් කරන ඔය මහත්තුරුම තම ඔතනට බුදියන්න යන්නේ . මන් දන්න . . . URL,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","බඩුව, බඩුව",1
936073113120452609,උතුරෙ මහ ඇමති කියන එකා අලි පුකෙන් ආව එකෙක්ද? කෝ මේ පිටරවල තානාපතිලා අනිත් මහ ඇමතිලව බලන්න ඔහොම කෑල්ල බලන්න යනවා වගේ යන්නෙ නෑනෙ.,උතුරෙ මහ ඇමති කියන එකා අලි පුකෙන් ආව එකෙක්ද ? කෝ මේ පිටරවල තානාපතිලා අනිත් මහ ඇමතිලව බලන්න ඔහොම කෑල්ල බලන්න යනවා වගේ යන්නෙ නෑනෙ .,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","අලි, පුකෙන්",1
1352433541779492866,@USER  @USER    තෝ ඉටින් කිහිලි ලෙවන්නනෙ ආසා,@USER @USER තෝ ඉටින් කිහිලි ලෙවන්නනෙ ආසා,"[0, 0, 1, 0, 1, 1, 0]",OFF,"[0, 0, 1, 0, 1, 1, 0]","තෝ, කිහිලි, ලෙවන්නනෙ",1
