post_id,text,tokens,rationales,label,rationales_list,hate_words,hate
1357668704725602306,@USER බොරු වාර්තා නිනුත් කෙරීම් ගැන නීතියක් නැද්ද?.,@USER බොරු වාර්තා නිනුත් කෙරීම් ගැන නීතියක් නැද්ද ? .,[],NOT,[],,0
1435200121864552448,දෙපාරක් විතර ඔතනට ගිහින් පෝක් එක්ක ෆ්‍රයිඩ් රයිස් හරි පරාටා හරි කනවා. ඒ රස ආයෙ කියලා වැඩක් නෑ. ඒ වටේම කඩ ගොඩක් වෙජිටේරියන් නිසා මේ කඩේ ඉතිං හෙන විශේෂයි. අනික ඒ කාලෙ ගෙදරින් සල්ලි එවන්නෙ මාසෙ වියදමට. හිතෙන හිතෙන ඒවා හැම තිස්සෙම කන්නත් බෑ. මාර ප්‍රවේසමෙන් වියදම් කරන්නෙ• #කෑමකතා,දෙපාරක් විතර ඔතනට ගිහින් පෝක් එක්ක ෆ්‍රයිඩ් රයිස් හරි පරාටා හරි කනවා . ඒ රස ආයෙ කියලා වැඩක් නෑ . ඒ වටේම කඩ ගොඩක් වෙජිටේරියන් නිසා මේ කඩේ ඉතිං හෙන විශේෂයි . අනික ඒ කාලෙ ගෙදරින් සල්ලි එවන්නෙ මාසෙ වියදමට . හිතෙන හිතෙන ඒවා හැම තිස්සෙම කන්නත් බෑ . මාර ප්‍රවේසමෙන් වියදම් කරන්නෙ• # කෑමකතා,[],NOT,[],,0
1289212321567449089,මේ වේස පකයො රැස්වීම් තියන්න රතිඤ්ඤා පත්තු කරනවා.සත්තු පණ බයෙ දුවනවා.නද්දකින් ගොන් පක්කු.!,මේ වේස පකයො රැස්වීම් තියන්න රතිඤ්ඤා පත්තු කරනවා . සත්තු පණ බයෙ දුවනවා . නද්දකින් ගොන් පක්කු . !,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",OFF,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","වේස, පකයො, නද්දකින්, ගොන්, පක්කු",1
1021832359010697217,"""උඹ එන්නෙ නැත්නම්  මගෙ හීනත් ගියාවේ  ඔන්න ඔහේ පාළුවට  ""  ඒ මේ තත්පරේ උඹේ හිත නේද ?   නොදන්න විදිහට නොදැනෙන විදිහට මං මග අරින ඒ හිත නේද ?   මං කියන්නෙම ,  ජීවිතේ අරන් ඇවිත් උඹ මේ ඇස්වල නම් නවතින්න නරකයි...  සමහරක් ජීවිත කාටවත් අයිති නෑ බන් ආදරේ එහෙමයි...  #ගොන්ට",""" උඹ එන්නෙ නැත්නම් මගෙ හීනත් ගියාවේ ඔන්න ඔහේ පාළුවට "" ඒ මේ තත්පරේ උඹේ හිත නේද ? නොදන්න විදිහට නොදැනෙන විදිහට මං මග අරින ඒ හිත නේද ? මං කියන්නෙම , ජීවිතේ අරන් ඇවිත් උඹ මේ ඇස්වල නම් නවතින්න නරකයි . . . සමහරක් ජීවිත කාටවත් අයිති නෑ බන් ආදරේ එහෙමයි . . . # ගොන්ට",[],NOT,[],,0
1062569281949331457,@USER පරණ නිවුස් ගහන්න එපා .... ඊයා,@USER පරණ නිවුස් ගහන්න එපා . . . . ඊයා,[],NOT,[],,0
1127818613447114754,"@USER ඇදිරි නීතිය හා හදිසි නීතිය අතරේ ඊයෙ රාත්‍රියෙ මුස්ලිම් ගෙවල් , පල්ලි , ව්යාපාරික ස්තාන ගිනි තබල කඩා දාල සින්හලබෞද්ද (තනිවචනයකි) ත්‍රස්තවාදීන් විසින් මන්කොල්ල කාපු සිද්දිය ගැන එක නිවුස් එකක්වත් නැහැනෙ ..","@USER ඇදිරි නීතිය හා හදිසි නීතිය අතරේ ඊයෙ රාත්‍රියෙ මුස්ලිම් ගෙවල් , පල්ලි , ව්යාපාරික ස්තාන ගිනි තබල කඩා දාල සින්හලබෞද්ද ( තනිවචනයකි ) ත්‍රස්තවාදීන් විසින් මන්කොල්ල කාපු සිද්දිය ගැන එක නිවුස් එකක්වත් නැහැනෙ . .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1
1199689400545792000,@USER මෙවන් අත්තනෝමතිකව ක්‍රියා කරන්නවුන් ප්‍රතිපාක්ෂිකයන්ගෙන් සංහිදියාව බලාපොරොත්තු නොවිය යුතුය !,@USER මෙවන් අත්තනෝමතිකව ක්‍රියා කරන්නවුන් ප්‍රතිපාක්ෂිකයන්ගෙන් සංහිදියාව බලාපොරොත්තු නොවිය යුතුය !,[],NOT,[],,0
1260956950621294592,@USER ගල පෙන්නල....නිරුවත පෙන්නල ගන්න...රීච්...ලයික්...කමන්ට්ස්..දාස්ගානක් ගන්නවට වඩා...සංවරකමට ලැබෙන...එක රීච් එකත්...ලයික් එකත්...කමන්ට් එකත් වටිනාකම වැඩී....,@USER ගල පෙන්නල . . . . නිරුවත පෙන්නල ගන්න . . . රීච් . . . ලයික් . . . කමන්ට්ස් . . දාස්ගානක් ගන්නවට වඩා . . . සංවරකමට ලැබෙන . . . එක රීච් එකත් . . . ලයික් එකත් . . . කමන්ට් එකත් වටිනාකම වැඩී. . . .,[],NOT,[],,0
1176673305769607171,@USER පිලිගැනීම විතරයි. විපක්ෂ නායක වෙන්න බෑ,@USER පිලිගැනීම විතරයි . විපක්ෂ නායක වෙන්න බෑ,[],NOT,[],,0
973576695390203905,@USER  @USER හිරගෙවල් කීයක් කියල හදන්නද ඇල්ලුවනම්,@USER @USER හිරගෙවල් කීයක් කියල හදන්නද ඇල්ලුවනම්,[],NOT,[],,0
