post_id,text,tokens,rationales,label,rationales_list,hate_words,hate
693554953588076544,අවජාතක ටොයියන් වෙතයි. උඹලට අම්මෙක් අප්පෙක් සහෝදරයෙක් නැති අවජාතකයො නිසා සතුටු වෙන්න පුළුවන් ඇති. හැබැයි උඹලපවගේ... URL,අවජාතක ටොයියන් වෙතයි . උඹලට අම්මෙක් අප්පෙක් සහෝදරයෙක් නැති අවජාතකයො නිසා සතුටු වෙන්න පුළුවන් ඇති . හැබැයි උඹලපවගේ . . . URL,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","අවජාතක, අවජාතකයො",1
1429695077681537029,@USER මූ යකෝ. මුගෙ ආච්චිටහ්! දුප් යන්ඩ ගෙරි බල්ලා,@USER මූ යකෝ . මුගෙ ආච්චිටහ් ! දුප් යන්ඩ ගෙරි බල්ලා,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","ගෙරි, බල්ලා",1
1072761648241233921,මේකෙ අනුත්තරා නාකි ආච්චි කෙනෙක් වගේ. නදීසය සල්ලි වලට නාකි සුද්දියෙක් බැඳපු බීච් බෝයි කෙනෙක් වගේ. MЯ.MΛDЯID™ @USER  · 12 Dec 2018 ටහුඩු අනුත්තරාට විශ් කරන්න බැරි උනානේ...   හැපි උපන්දිනයක් වීවා අනූ ඩාලින්...  @USER,මේකෙ අනුත්තරා නාකි ආච්චි කෙනෙක් වගේ . නදීසය සල්ලි වලට නාකි සුද්දියෙක් බැඳපු බීච් බෝයි කෙනෙක් වගේ . MЯ . MΛDЯID™ @USER 12 Dec 2018 ටහුඩු අනුත්තරාට විශ් කරන්න බැරි උනානේ . . . හැපි උපන්දිනයක් වීවා අනූ ඩාලින් . . . @USER,[],NOT,[],,0
636160619373133824,@USER @USER  @USER   හා හා තොපි කලබල නොවි හිටපියව් @USER,@USER @USER @USER හා හා තොපි කලබල නොවි හිටපියව් @USER,[],NOT,[],,0
1245577869503283205,"#Muslims ජන සමාජය ගැන බහුතර #srilankan යම් කිසි වචන හුවමාරුවක් වෙනවානම් වෙන්නේ මෙන්න මේ කරුම හේතු නිසයි. #සිංහල අපි නොදන්නවා නොවෙයි අතීතයේ ""හරක් හමක්"" එළාගන්න මේ රටේ කෑල්ලක් ඉල්ලලා වෙච්චි වැඩේ. ඒ වගේම යකෝ වෙනම සුවිශේෂී භූමියක් මුස්ලිම්වරුන්ගේ මිනි වලලන්න කියලා දුන්නොත් අනාගතයේ එය","# Muslims ජන සමාජය ගැන බහුතර # srilankan යම් කිසි වචන හුවමාරුවක් වෙනවානම් වෙන්නේ මෙන්න මේ කරුම හේතු නිසයි . # සිංහල අපි නොදන්නවා නොවෙයි අතීතයේ "" හරක් හමක් "" එළාගන්න මේ රටේ කෑල්ලක් ඉල්ලලා වෙච්චි වැඩේ . ඒ වගේම යකෝ වෙනම සුවිශේෂී භූමියක් මුස්ලිම්වරුන්ගේ මිනි වලලන්න කියලා දුන්නොත් අනාගතයේ එය",[],NOT,[],,0
664797101801369601,ටයරය මැදින් පෙකනිය ඉහලට රුප්පා සළු පිලි හැර දමා පෙන්වන් නී පුප්පා තන් හංසයන් වන් මෙන් chathu @USER  · 12 Nov 2015 පෙකණිය නො දක්වා සළු ඇඳ බොලට දක්වා නොපව තන සක්වා සිනා නොමසන් දසන් දක්වා - කාව්‍යශේඛරය -,ටයරය මැදින් පෙකනිය ඉහලට රුප්පා සළු පිලි හැර දමා පෙන්වන් නී පුප්පා තන් හංසයන් වන් මෙන් chathu @USER 12 Nov 2015 පෙකණිය නො දක්වා සළු ඇඳ බොලට දක්වා නොපව තන සක්වා සිනා නොමසන් දසන් දක්වා - කාව්‍යශේඛරය -,[],NOT,[],,0
1272203559749074945,"@USER  @USER තූ නෙද්දකින් වල් බීරි වනචර පරට්ට හැත්ත බුරුත්ත, වචනයක් කියන්න බෑ ඒකෙ තියෙන මොකක් හරි වලත්ත ඉලව්වක් අරන් උලුප්පනව","@USER @USER තූ නෙද්දකින් වල් බීරි වනචර පරට්ට හැත්ත බුරුත්ත , වචනයක් කියන්න බෑ ඒකෙ තියෙන මොකක් හරි වලත්ත ඉලව්වක් අරන් උලුප්පනව","[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","තූ, නෙද්දකින්, වල්, වනචර, පරට්ට, හැත්ත, බුරුත්ත",1
776767069610086400,"ටහුඩු එන්සිනා දැක්කොත් ඉවරයි Moaning Myrtle @USER  · 16 Sep 2016  @USER ඒනම් කමක් නෑ. දුක නම් මං ඇවිත් නලවන්න ගියේ, හිහි","ටහුඩු එන්සිනා දැක්කොත් ඉවරයි Moaning Myrtle @USER 16 Sep 2016 @USER ඒනම් කමක් නෑ . දුක නම් මං ඇවිත් නලවන්න ගියේ , හිහි",[],NOT,[],,0
644201137382359040,තොපි එකා එකා කොටාගනින්. A/L පොඩ්ඩක් ලේසි කරන්න කියපංකො අපිටත් කැම්පස් යන්න :v,තොපි එකා එකා කොටාගනින් . A / L පොඩ්ඩක් ලේසි කරන්න කියපංකො අපිටත් කැම්පස් යන්න : v,[],NOT,[],,0
1472544199753240582,ශුමුදු මුදු දෙපා තුඩු වල පහශ නොදෙනෙනා යකඩ පයිය මගේ නුඹ ලඟ හඬා වෙලපෙනා...  #සාජ්ජේ #කමෝන්_නානා,ශුමුදු මුදු දෙපා තුඩු වල පහශ නොදෙනෙනා යකඩ පයිය මගේ නුඹ ලඟ හඬා වෙලපෙනා . . . # සාජ්ජේ # කමෝන්_නානා,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",පයිය,1
