post_id,text,tokens,rationales,label,rationales_list,hate_words,hate
1456803279170535426,@USER පාලන මිලක් තියා මුලු රජයටම පාලනයක් නෑනේ,@USER පාලන මිලක් තියා මුලු රජයටම පාලනයක් නෑනේ,[],NOT,[],,0
1146268315968577536,@USER අනිවාර්යයෙන්ම... ඔබ වහන්සේලා මේදේ කරලා දෙන්න.  එක්කෙනෙක් නෑර..,@USER අනිවාර්යයෙන්ම . . . ඔබ වහන්සේලා මේදේ කරලා දෙන්න . එක්කෙනෙක් නෑර . .,[],NOT,[],,0
1077503625222676480,පැපි ඇන නිමස් ගැහුවට කමක් නැ තොපි සබ් ගහලා මෙතන ජීව ගුනෙ කාලා අහු වෙන්නෑ කපනවා...!,පැපි ඇන නිමස් ගැහුවට කමක් නැ තොපි සබ් ගහලා මෙතන ජීව ගුනෙ කාලා අහු වෙන්නෑ කපනවා . . . !,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","තොපි, කපනවා",1
1194634022304931841,@USER  @USER මෙලෝ රහක් නෑ බං. මොන බිජ්ජකද ඒ. ඊට වඩා හොඳයි උඹ edit කරලා දාන videos.,@USER @USER මෙලෝ රහක් නෑ බං . මොන බිජ්ජකද ඒ. ඊට වඩා හොඳයි උඹ edit කරලා දාන videos .,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",බිජ්ජකද,1
1314123447513931776,ලෙඩා- ඒකට තමයි පකෝ අපි බදු ගෙවන්නෙ. තෝ අම්මට හු.. නැතුව තොට උගන්නපු සල්ලිවලට හරියන්න වෙදකං කරපං. අපිට හැදෙන හැටි උගන්නන්න එන්නෙ නැතුව.  දොස්තර- තෝ එන්න එපා ආපහු. ලෙඩා- ඔය නලාව ගහගහනිං පුකේ.  (සැබෑ සිදුවීමක් නොවේ.  Hasalaka Thusharaගේ මවාපෑමකි),ලෙඩා - ඒකට තමයි පකෝ අපි බදු ගෙවන්නෙ . තෝ අම්මට හු . . නැතුව තොට උගන්නපු සල්ලිවලට හරියන්න වෙදකං කරපං . අපිට හැදෙන හැටි උගන්නන්න එන්නෙ නැතුව. දොස්තර - තෝ එන්න එපා ආපහු . ලෙඩා - ඔය නලාව ගහගහනිං පුකේ. ( සැබෑ සිදුවීමක් නොවේ . Hasalaka Thusharaගේ මවාපෑමකි ),"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","පකෝ, තෝ, අම්මට, හු, තෝ",1
1267374513752334341,වොයිස් ටීන් එකේ සමීනා නංගියි ශෙහාර මල්ලී සඳ මිතුරි සින්දුව කියනවා..පට්ට,වොයිස් ටීන් එකේ සමීනා නංගියි ශෙහාර මල්ලී සඳ මිතුරි සින්දුව කියනවා . . පට්ට,[],NOT,[],,0
1311372216253116416,"@USER ,  @USER  @USER ටහුඩු.කෙලියා නේද","@USER , @USER @USER ටහුඩු . කෙලියා නේද",[],NOT,[],,0
707087499500204032,@USER  නිදි මරාගෙන කොහොමද බොල අඳින්නේ,@USER නිදි මරාගෙන කොහොමද බොල අඳින්නේ,[],NOT,[],,0
1464827926684180483,@USER කොත්තු වලට පාලන මිලක් තිබ්බේ නැහනේ,@USER කොත්තු වලට පාලන මිලක් තිබ්බේ නැහනේ,[],NOT,[],,0
1300805815683567622,@USER ඒකෙ මෙහෙම එකකුත් තියෙනවා. Airlines වල breakeven එකවත් කවර් කරන්නැතුව දුවන්නෑ. හේතුව ඩිරෙක්ට්ම affect උනු industry එකක් නිසා. Operation cost එකවත් කවර් කරගන්න පුලුවන් ගානක් හොයාගන්න ඕනේ. හොටෙල්වල packages හදලා තියෙන්නේ minimum rate බලලා. ඒත් aircrafts වල ඕක ටිකක් අමාරු වැඩක්.,@USER ඒකෙ මෙහෙම එකකුත් තියෙනවා . Airlines වල breakeven එකවත් කවර් කරන්නැතුව දුවන්නෑ . හේතුව ඩිරෙක්ට්ම affect උනු industry එකක් නිසා . Operation cost එකවත් කවර් කරගන්න පුලුවන් ගානක් හොයාගන්න ඕනේ . හොටෙල්වල packages හදලා තියෙන්නේ minimum rate බලලා . ඒත් aircrafts වල ඕක ටිකක් අමාරු වැඩක් .,[],NOT,[],,0
