post_id,text,tokens,rationales,label,rationales_list,hate_words,hate
773101465392910336,ජිවිතාරක්ෂාවට ආ ආරක්ෂක නිලධාරියා කළ කැත වැඩේ URL,ජිවිතාරක්ෂාවට ආ ආරක්ෂක නිලධාරියා කළ කැත වැඩේ URL,[],NOT,[],,0
1470091852183322628,"අරැන්ගෙ , මුන්ගෙ හොරකම් ගැන අපි ළග සාක්ෂි තියෙනවා කියන පාහර හැත්ත, ඇයී ඒවා වලට එරෙහිව ක්‍රියාත්මක නොවෙන්නෙ? උබලා වගෙ දෙශපාලූවො තමයි මෙ රට කන්නෙ. හෙනම ගහාපිය","අරැන්ගෙ , මුන්ගෙ හොරකම් ගැන අපි ළග සාක්ෂි තියෙනවා කියන පාහර හැත්ත , ඇයී ඒවා වලට එරෙහිව ක්‍රියාත්මක නොවෙන්නෙ ? උබලා වගෙ දෙශපාලූවො තමයි මෙ රට කන්නෙ . හෙනම ගහාපිය","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","පාහර, හැත්ත, හෙනම",1
1381591122972090374,@USER  @USER අඩො  උබෙ එකෙ හෙන වෙනස්වෙලානෙන්පේන්නෙ,@USER @USER අඩො උබෙ එකෙ හෙන වෙනස්වෙලානෙන්පේන්නෙ,[],NOT,[],,0
1265230507207323648,"@USER අර ලෝක වෙළඳ පොලේ තෙල් මිල ""හිඟන ගානට"" තිබෙනකොට අපිට ඕනේ තරම් තෙල් තොග තියෙනවා කියලා වහසි බස් දොඩවපු නිලධාරිනුයි, බලධාරින්ගේනුයි මේ පාඩුව පියවා ගන්න කියන්න. @USER  #srilanka  @USER","@USER අර ලෝක වෙළඳ පොලේ තෙල් මිල "" හිඟන ගානට "" තිබෙනකොට අපිට ඕනේ තරම් තෙල් තොග තියෙනවා කියලා වහසි බස් දොඩවපු නිලධාරිනුයි , බලධාරින්ගේනුයි මේ පාඩුව පියවා ගන්න කියන්න . @USER # srilanka @USER",[],NOT,[],,0
945116650461728768,@USER  @USER බලන්න මේ මෝඩ අශියා කියන කැත කතා..,@USER @USER බලන්න මේ මෝඩ අශියා කියන කැත කතා . .,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",OFF,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","මෝඩ, කැත",1
1017996432047869952,"ඒකි, තනිකරම paradox එකක් වගේ සීන් එකක්.... මං ගාව තිබ්බෙත් ඔප්පු කරගන්න බැරි ප්‍රමේයක්... ayahuasca වලටත් එහා තැනක හැගීම් නතර කරන්නෙ...... ඉතිං,ආදරේට කීව්වෙ  ""Schizophrenia"" මටත් තිබිලා තියෙන්නෙ හෙන බර හැගීම්, මොකද, ඒකි ගාවදි තත්පරත් දිගයි.. මම හිටියෙ 0° වෙ ඒකි 360° , එකම තැන,","ඒකි , තනිකරම paradox එකක් වගේ සීන් එකක් . . . . මං ගාව තිබ්බෙත් ඔප්පු කරගන්න බැරි ප්‍රමේයක් . . . ayahuasca වලටත් එහා තැනක හැගීම් නතර කරන්නෙ . . . . . . ඉතිං , ආදරේට කීව්වෙ "" Schizophrenia "" මටත් තිබිලා තියෙන්නෙ හෙන බර හැගීම් , මොකද , ඒකි ගාවදි තත්පරත් දිගයි . . මම හිටියෙ 0 වෙ ඒකි 360 , එකම තැන ,",[],NOT,[],,0
931761027548463104,@USER අනේ පලයන්. මට ලැබෙනවා. බොට නැ. තෝ එපා කිව්වානෙ.. L තබ්‍රරැ,@USER අනේ පලයන් . මට ලැබෙනවා . බොට නැ . තෝ එපා කිව්වානෙ . . L තබ්‍රරැ,[],OFF,[],,1
945860524499025921,"තෝ මහ කරුමයක්  @USER Calculus Wijesekara @USER  · 26 Dec 2017 Type ""තෝ මහ කරුමයක්!"" And @ the 3rd person.","තෝ මහ කරුමයක් @USER Calculus Wijesekara @USER 26 Dec 2017 Type "" තෝ මහ කරුමයක් ! "" And @the 3rd person .",[],NOT,[],,0
768363956515643392,ගෑණි නයා වෙද්දි - ශිවන්‍යා නම් පොළඟා නය වෙද්දි - පොළන්‍යා..  ලොල් ඕයි...  What a creativity.... :D N. @USER  · 24 Aug 2016  @USER පොළන්‍යා,ගෑණි නයා වෙද්දි - ශිවන්‍යා නම් පොළඟා නය වෙද්දි - පොළන්‍යා . . ලොල් ඕයි . . . What a creativity . . . . : D N . @USER 24 Aug 2016 @USER පොළන්‍යා,[],NOT,[],,0
856720464944578560,හුකහන් පකෝ. තොටත් එක්ක බඩු ගත්තහම ඔච්චර කියලත් ආවෙ නෑ,හුකහන් පකෝ . තොටත් එක්ක බඩු ගත්තහම ඔච්චර කියලත් ආවෙ නෑ,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",OFF,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","හුකහන්, පකෝ, බඩු",1
