post_id,text,tokens,rationales,label,rationales_list,hate word,Hate
1144488209138638854,"@USER මම කීව ද දැන් ඔයාට කෑල්ල වෙන්න කියලා, අනේ මේ ගොන් කතා කියන්න එපා","@USER මම කීව ද දැන් ඔයාට කෑල්ල වෙන්න කියලා , අනේ මේ ගොන් කතා කියන්න එපා","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ගොන්,1
1480919402879102979,"@USER මාර ආතල් ""බිඳවැටීම"" හලෝ. හරියටම පැයයි ""බිඳවැටුණේ"".","@USER මාර ආතල් "" බිඳවැටීම "" හලෝ . හරියටම පැයයි "" බිඳවැටුණේ "" .",[],NOT,[],,0
1135898758942609408,මේක මාලිංගගේ  ඉත්තෑව විසින් ප්‍රකාස කරන ලද්දක් බවට කරුනාවෙං සලකන්න.  කොහෙද මේ ටුවිටරේ ඉඩිට් බටන් එකක් නෑනෙ... රෙද්ද.. මීට මගේ ඉත්තෑව.. ගම්ම @USER  · 4 Jun 2019 හයියෙං වැහැපු හින්ද නතර කලේ.. යන්තං වැස්ස නම් කුඩයක් ඉහලගෙන හරි ගහනව...  මීට මාලිංග,මේක මාලිංගගේ ඉත්තෑව විසින් ප්‍රකාස කරන ලද්දක් බවට කරුනාවෙං සලකන්න . කොහෙද මේ ටුවිටරේ ඉඩිට් බටන් එකක් නෑනෙ . . . රෙද්ද . . මීට මගේ ඉත්තෑව. . ගම්ම @USER 4 Jun 2019 හයියෙං වැහැපු හින්ද නතර කලේ . . යන්තං වැස්ස නම් කුඩයක් ඉහලගෙන හරි ගහනව. . . මීට මාලිංග,[],NOT,[],,0
853610278096846849,@USER තවත් මොන වාර්තාද?දේශපාලකයින්  මෙම කුණු කන්ද ඉවත් කිරිමට කටයුතු කරා නමි මෙවන් විනාශයක් සිදු වීම වැළකෙනවා.,@USER තවත් මොන වාර්තාද ? දේශපාලකයින් මෙම කුණු කන්ද ඉවත් කිරිමට කටයුතු කරා නමි මෙවන් විනාශයක් සිදු වීම වැළකෙනවා .,[],NOT,[],,0
1381910993995853827,කොච්චර අමාරු වුණත් මැරෙන්න කලින් කොකිස් ටිකක් කෑවා  @USER  තමයි හැදුවේ #මැරෙන්න_කලින්,කොච්චර අමාරු වුණත් මැරෙන්න කලින් කොකිස් ටිකක් කෑවා @USER තමයි හැදුවේ # මැරෙන්න_කලින්,[],NOT,[],,0
1179587613029593088,@USER දේශපාලුවෝ ගේ අර මොකක්ද එක හෝදන නඩය.,@USER දේශපාලුවෝ ගේ අර මොකක්ද එක හෝදන නඩය .,[],NOT,[],,0
666474200173903872,These lyrics though... :') ඒකට දැන් කාලෙ සින්දුවල වචන.... නොදකින්,These lyrics though . . . : ' ) ඒකට දැන් කාලෙ සින්දුවල වචන . . . . නොදකින්,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",OFF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",නොදකින්,1
1305845607744114689,"@USER #lka  බල්ල නගුට වනනව වෙනුවට ,නගුට බල්ලා වනනවා කියලා ඕකට කියන්නෙ..අපේ නායකයින්ට මේව තේරෙන දවසට පෙලහර ගිහින් ඉවරයි ..","@USER # lka බල්ල නගුට වනනව වෙනුවට , නගුට බල්ලා වනනවා කියලා ඕකට කියන්නෙ . . අපේ නායකයින්ට මේව තේරෙන දවසට පෙලහර ගිහින් ඉවරයි . .",[],NOT,[],,0
1190875448122544128,@USER පිටකොටුවෙ මාලු වේසි ඉන්නෙ ඔයාගෙ ගෙදර.,@USER පිටකොටුවෙ මාලු වේසි ඉන්නෙ ඔයාගෙ ගෙදර .,"[0, 0, 1, 1, 0, 0, 0, 0]",OFF,"[0, 0, 1, 1, 0, 0, 0, 0]","මාලු, වේසි",1
1144056398768046080,@USER කොහොමද උඹ කට ඇරන් නිදාගෙන ඉද්දි බිජ්ජ හැලුනොත්?,@USER කොහොමද උඹ කට ඇරන් නිදාගෙන ඉද්දි බිජ්ජ හැලුනොත් ?,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","බිජ්ජ, හැලුනොත්",1
1269571281046945794,@USER හොද වැඩේ නියමයි නියමයි නියමයි අනිත් අවජතකයන්ටත් වෙඩි වදින්න තිබ්බේ,@USER හොද වැඩේ නියමයි නියමයි නියමයි අනිත් අවජතකයන්ටත් වෙඩි වදින්න තිබ්බේ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",OFF,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",අවජතකයන්ටත්,1
